W,phi_opt_Nu,Nu
0.383483690575594,0.0,173.1289069094473
0.9539932286618945,0.0,229.21715925777198
2.3732510735116708,0.0,303.6464859578577
5.903941965944973,0.0,402.39965904086426
14.687249539792434,0.0,533.4882782525561
